Sample Name	Protocol REF	Parameter Value[season]	Assay Name
EM06307itknt	phenotyping	2007	assay-name_(2826226-2007)
EM06307itknt	phenotyping	2007	assay-name_(2826366-2007)
EM06307itknt	phenotyping	2007	assay-name_(2826296-2007)
EM06307itkt	phenotyping	2007	assay-name_(2826236-2007)
Koreliitkt	phenotyping	2007	assay-name_(2826379-2007)
RE06106itknt	phenotyping	2007	assay-name_(2826334-2007)
RE06106itknt	phenotyping	2007	assay-name_(2826320-2007)
RE06109itknt	phenotyping	2007	assay-name_(2826291-2007)
RE06109itknt	phenotyping	2007	assay-name_(2826336-2007)
RE06109itknt	phenotyping	2007	assay-name_(2826311-2007)
RE06109itknt	phenotyping	2007	assay-name_(2826329-2007)
RE06109itknt	phenotyping	2007	assay-name_(2826229-2007)
RE06109itknt	phenotyping	2007	assay-name_(2826266-2007)
RE06109itknt	phenotyping	2007	assay-name_(2826328-2007)
RE06119itknt	phenotyping	2007	assay-name_(2826301-2007)
RE06119itknt	phenotyping	2007	assay-name_(2826376-2007)
RE06119itkt	phenotyping	2007	assay-name_(2826268-2007)
RE06125itknt	phenotyping	2007	assay-name_(2826351-2007)
RE06127itknt	phenotyping	2007	assay-name_(2826307-2007)
RE06127itknt	phenotyping	2007	assay-name_(2826396-2007)
RE06127itknt	phenotyping	2007	assay-name_(2826326-2007)
RE06127itknt	phenotyping	2007	assay-name_(2826367-2007)
RE06127itknt	phenotyping	2007	assay-name_(2826251-2007)
RE06127itknt	phenotyping	2007	assay-name_(2826233-2007)
RE06127itkt	phenotyping	2007	assay-name_(2826343-2007)
RE06127itkt	phenotyping	2007	assay-name_(2826289-2007)
RE06127itkt	phenotyping	2007	assay-name_(2826365-2007)
RE06127itkt	phenotyping	2007	assay-name_(2826363-2007)
RE06127itkt	phenotyping	2007	assay-name_(2826380-2007)
RE06130itknt	phenotyping	2007	assay-name_(2826246-2007)
RE06130itknt	phenotyping	2007	assay-name_(2826390-2007)
RE06134itknt	phenotyping	2007	assay-name_(2826312-2007)
RE06134itknt	phenotyping	2007	assay-name_(2826315-2007)
RE06134itkt	phenotyping	2007	assay-name_(2826355-2007)
RE06134itkt	phenotyping	2007	assay-name_(2826309-2007)
RE06140itknt	phenotyping	2007	assay-name_(2826330-2007)
RE06140itknt	phenotyping	2007	assay-name_(2826397-2007)
RE06140itkt	phenotyping	2007	assay-name_(2826294-2007)
